epoch,loss,lr,mean_io_u,precision,recall,val_loss,val_mean_io_u,val_precision,val_recall
62,0.03454035520553589,1e-05,0.49852803349494934,0.8516296744346619,0.8121309876441956,0.03564473241567612,0.4982370138168335,0.7842980027198792,0.7044495940208435
63,0.034913018345832825,1e-05,0.49852803349494934,0.8432462215423584,0.7379394769668579,0.035776536911726,0.4982370138168335,0.7708885669708252,0.6132379174232483
64,0.03433820977807045,1e-05,0.49852803349494934,0.8607476949691772,0.8044820427894592,0.036053866147994995,0.4982370138168335,0.649978518486023,0.7548823952674866
65,0.03454293683171272,1e-05,0.49852803349494934,0.8474598526954651,0.7619263529777527,0.03630172088742256,0.4982370138168335,0.6554136872291565,0.7119951248168945
66,0.03387399762868881,1e-05,0.49852803349494934,0.901012659072876,0.8163915872573853,0.03823115676641464,0.4982370138168335,0.48932161927223206,0.950843334197998
67,0.03394352272152901,1e-05,0.49852803349494934,0.8433234691619873,0.8281165957450867,0.03651982918381691,0.4982370138168335,0.5557971000671387,0.9502884745597839
68,0.03368736058473587,1e-06,0.49852803349494934,0.8551567196846008,0.8439680337905884,0.03603675588965416,0.4982370138168335,0.5945414900779724,0.9233799576759338
69,0.033492106944322586,1e-06,0.49852803349494934,0.8720496892929077,0.8670323491096497,0.035551127046346664,0.4982370138168335,0.6315708160400391,0.9065690040588379
70,0.03355587273836136,1e-06,0.49852803349494934,0.8858089447021484,0.8431797027587891,0.03552984073758125,0.4982370138168335,0.6329979300498962,0.9040168523788452
71,0.03353821858763695,1e-06,0.49852803349494934,0.8768371939659119,0.8485977053642273,0.03550736606121063,0.4982370138168335,0.6387171149253845,0.8938637375831604
72,0.033387478440999985,1e-06,0.49852803349494934,0.8714854717254639,0.8661936521530151,0.03529483452439308,0.4982370138168335,0.6586197018623352,0.8900355100631714
73,0.03359666094183922,1e-06,0.49852803349494934,0.8837798833847046,0.8305153250694275,0.0355052649974823,0.4982370138168335,0.6430081725120544,0.894196629524231
74,0.033327311277389526,1e-06,0.49852803349494934,0.8839108943939209,0.8621007800102234,0.035587552934885025,0.4982370138168335,0.6287550926208496,0.9115623831748962
75,0.03340531885623932,1e-06,0.49852803349494934,0.882446825504303,0.8626710772514343,0.03536905348300934,0.4982370138168335,0.6483873724937439,0.8967487812042236
76,0.03384577855467796,1e-06,0.49852803349494934,0.8835671544075012,0.7732990980148315,0.035960081964731216,0.4982370138168335,0.601533830165863,0.9182201623916626
77,0.0333765409886837,1e-06,0.49852803349494934,0.8672275543212891,0.8714606761932373,0.03559945896267891,0.4982370138168335,0.6253994703292847,0.9120061993598938
78,0.033392950892448425,1e-07,0.49852803349494934,0.8635643124580383,0.8684749007225037,0.03558316081762314,0.4982370138168335,0.6275753974914551,0.9108965992927551
79,0.03336581587791443,1e-07,0.49852803349494934,0.8737246990203857,0.8805689811706543,0.03555290400981903,0.4982370138168335,0.6331766843795776,0.9118952751159668
80,0.033435989171266556,1e-07,0.49852803349494934,0.862687349319458,0.8650026917457581,0.03552098572254181,0.4982370138168335,0.6361600160598755,0.9140035510063171
81,0.033479854464530945,1e-07,0.49852803349494934,0.8689303994178772,0.8494867086410522,0.03550798445940018,0.4982370138168335,0.6370298862457275,0.9115068912506104
82,0.03350056707859039,1e-07,0.49852803349494934,0.8712583184242249,0.8387848734855652,0.035531751811504364,0.4982370138168335,0.6358672380447388,0.9110075235366821
